EPCO;Enfermedad pulmonar crónica obstructiva;;;;;;;;;;
EPES;Empresa pública de emergencias sanitarias;;;;;;;;;;
EPI;Enfermedad pélvica inflamatoria;Enfermedad pulmonar intersticial;Enfermedades propias de la infancia;Epilepsia;Episiotomía;;;;;;
EPINE;Estudio de prevalencia de la infección nosocomial en España;;;;;;;;;;
EPL;Extensor largo del pulgar;;;;;;;;;;
EPNP;Esclerotomía profunda no perforante;;;;;;;;;;
EPO;Enfermedad poliquística del ovario;Enfermedad pulmonar obstructiva;Eritropoyetina;;;;;;;;
EPOC;Enfermedad pulmonar obstructiva crónica;;;;;;;;;;
EPP;Potencial de placa motora terminal;Enfermedad poliquística del adulto;;;;;;;;;
EPR;Epitelio pigmentario retiniano;Esofagitis por reflujo;;Epitelio Pigmentario Retinal;;;;;;;
EPS;Electroforesis de proteínas séricas;"Estudio
Electrofisiológico";;;;;;;;;
EPV;Enfermedad de pequeños vasos;Estenosis pulmonar valvular;;;;;;;;;
ER;Estudio radiológico;;;;;;;;;;
ERCP;Colangiopancreatografía retrógrada endoscópica;;;;;;;;;;
ERG;Electrorretinograma;;;;;;;;;;
ERGE;Enfermedad por reflujo gastroesofágico;;;;;;;;;;
ERM;Enfermedad residual mínima;;;;;;;;;;
ERV;Volumen de reserva espiratorio;Volumen residual espiratorio;;;;;;;;;
ES;Electroshock;Enfisema subcutáneo;;;;;;;;;
ESA;Espacio subacromial;Espacio subaracnoideo;Extrasístole auricular;;;;;;;;
ESD;Extremidad superior derecha;;;;;;;;;;
EsDQOL;Cuestionario de calidad de vida en diabéticos;;;;;;;;;;
ESF;Esfera;;;;;;;;;;
ESHI;Estenosis subaórtica hipertrófica idiopática;;;;;;;;;;
ESI;Extremidad superior izquierda;;;;;;;;;;
EsIs;Extremidades inferiores;Extremidades izquierdas;;;;;;;;;
ESPEN;European Society Parenteral Entereral Nutrition;;;;;;;;;;
EST;Estenopeico o Agujero Estenopeico;;;;;;;;;;
ESV;Extrasístole supraventricular;Extrasístole ventricular;;;;;;;;;
ESWL;Litotricia extracorpórea por ondas de choque;;;;;;;;;;
ET;Endotropia;;;;;;;;;;
ETB;Etambutol;;;;;;;;;;
ETC;Ecocardiograma transtorácico;;;;;;;;;;
ETCO2;"CO2 al final de
la espiración";;;;;;;;;;
ETE;Ecocardiograma transesofágico;Enfermedad tromboembólica;;;;;;;;;
ETEA;Enfermedad tromboembólica arterial;;;;;;;;;;
ETEV;Enfermedad tromboembólica venosa;;;;;;;;;;
ETS;Enfermedad de transmisión sexual;;;;;;;;;;
ETT;Ecocardiograma transtorácico;;;;;;;;;;
ETV;Enfermedad tromboembólica venosa;;;;;;;;;;
EUA;Esfínter urinario artificial;;;;;;;;;;
EV;Endovenoso;Enterovirus;Extrasístoles ventriculares;;;;;;;;
EVA;Escala visual análoga;Estenosis de la válvula aórtica;;;;;;;;;
EVBP;Exploración de vía biliar principal;;;;;;;;;;
EVG;Electroventriculograma;;;;;;;;;;
EVP;Estenosis de la válvula pulmonar;;;;;;;;;;
EvW;Enfermedad de von Willebrand;;;;;;;;;;
F1;Falange proximal;;;;;;;;;;
F2;Falange medial;;;;;;;;;;
F3;Falange distal;;;;;;;;;;
FA;Fase acelerada;Fecha de alta;Fibrilación auricular;Foco aórtico;Fontanela anterior;Fosfatasa ácida;Fosfatasa alcalina;;;;
FAB;French-American-British, Cooperative group;;;;;;;;;;
FAC;Farmacología clínica ;Fibrilación auricular crónica;Fluorouracilo, adriamicina y ciclofosfamida;;;;;;;;
FAD;Flavinadenina dinucleótido;;;;;;;;;;
FAG;Fosfatasa alcalina granulocitaria;;;;;;;;;;
FAL;Fosfatasa alcalina;;;;;;;;;;
FAP;Fibrilación auricular paroxística;;;;;;;;;;
FAR;Farmacia ;;;;;;;;;;
FAV;Fístula arteriovenosa;;;;;;;;;;
FAVI;Fístula arteriovenosa interna;;;;;;;;;;
FB;Fenobarbital;;;;;;;;;;
FBC;Fibrobroncoscopia;;;;;;;;;;
FC;Fase crónica;Frecuencia cardiaca;;;;;;;;;
FCF;Fractura de cuello de fémur;Frecuencia cardiaca fetal;;;;;;;;;
FCG;Fonocardiograma;;;;;;;;;;
FCM;Frecuencia cardiaca materna;Frecuencia cardiaca máxima;;;;;;;;;
FDA;Administración de alimentos y medicamentos, Estados Unidos;Frontoderecha anterior ;;;;;;;;;
FE;Fluorouracilo y epirrubicina;Fracción de eyección;;;;;;;;;"
"
FEA;Facultativo especialista de área;;;;;;;;;;
FEC;Fluorouracilo, epirrubicina y ciclofosfamida;;;;;;;;;;
FEF;Flujo espiratorio forzado;;;;;;;;;;
FEV;Volumen espiratorio forzado;;;;;;;;;;
FEVI;Fracción de eyección del ventrículo izquierdo;;;;;;;;;;
FFII;Fosas ilíacas;;;;;;;;;;
FFR;Reserva de flujo miocárdico fraccionado;;;;;;;;;;
FG;Filtrado glomerular;;;;;;;;;;
FGF;Factor de crecimiento fibroblástico;;;;;;;;;;
FI;Fecha de ingreso;Fosa ilíaca;Fracción inspiratoria;;;;;;;;
Fi O2;Fracción inspiratoria de oxígeno;;;;;;;;;;
FID;Fosa ilíaca derecha;;;;;;;;;;
FIDA;Frontoiliaca derecha anterior ;;;;;;;;;;
FIDP;Frontoiliaca derecha posterior ;;;;;;;;;;
FII;Fosa ilíaca izquierda;;;;;;;;;;
FIIA;Frontoiliaca izquierda anterior ;;;;;;;;;;
FIIP;Frontoiliaca izquierda posterior ;;;;;;;;;;
FiO2;Fracción inspiratoria de oxígeno en el aire inspirado;;;;;;;;;;
FiO2;Fracción inspirada de oxígeno;;;;;;;;;;
FIR;Farmacéutico interno y residente;;;;;;;;;;
FIS;Fondo de Investigaciones Sanitarias de la Seguridad Social;;;;;;;;;;
FISH;Hibridación in situ fluorescente;;;;;;;;;;
FIV;Fertilización in vitro;;;;;;;;;;
FIV-RE;Fertilización in vitro y reposición de embriones;;;;;;;;;;
FIV-TE;Fertilización in vitro y transferencia de embriones;;;;;;;;;;
FJD;Fundación Jiménez Díaz;;;;;;;;;;
FLAU;Flutter auricular;;;;;;;;;;
FLD;Fosa lumbar derecha;;;;;;;;;;
FLI;Fosa lumbar izquierda;;;;;;;;;;
FLT;Faringolaringectomía total;;;;;;;;;;
FM;Fibromialgia;Fórmula magistral;Fórmula menstrual;Fracaso de maduración;;;;;;;
FMN;Mononucleótido de flavina;;;;;;;;;;
FMO;Fallo  multiorgánico;;;;;;;;;;
FMT;Frecuencia máxima teórica;;;;;;;;;;
FN;Fecha de nacimiento;Fosa nasal;;;;;;;;;
FNAB;Biopsia por aspiración con aguja fina;;;;;;;;;;
FND;Fosa nasal derecha FNI;Fosa nasal izquierda;;;;;;;;;
FO;Fondo de ojo;;;;;;;;;;
FOB;Fibrobroncoscopia;;;;;;;;;;
FOD;Fiebre de origen desconocido;;;;;;;;;;
FOP;Fibrodisplasia osificante progresiva;Foramen ovale permeable;;;;;;;;;
FP;Factor plaquetario;Ferritina plasmática;Fiebre puerperal;Flexor profundo;Flujo pulmonar;Fosa pélvica;Fosfolípido plaquetario;;;;
FPI;Fallo primario del injerto;Fibrosis pulmonar idiopática;;;;;;;;;
FPP;Falta de progresión del parto;Fecha probable del parto;Fracción de proteínas plasmáticas;;;;;;;;
FPR;Flujo plasmático renal;;;;;;;;;;
FQ;Fibrosis quística;;;;;;;;;;
FR;Factor de riesgo;Factor reumatoide;Fenómeno de Raynaud;Fracaso renal;Fracaso respiratorio;Frecuencia respiratoria;;;;;
FR;Factor reumatoide;;;;;;;;;;
FRA;Fracaso renal agudo;Fractura;;;;;;;;;
FRC;Factor de riesgo coronario;Factores de riesgo conocidos;Fracaso renal crónico;Fracaso respiratorio crónico;Capacidad residual funcional;;;;;;
FRCV;Factor de riesgo cardiovascular;;;;;;;;;;
FRCVs;Factores de riesgo cardiovascular;;;;;;;;;;
FRD;Fosa renal derecha;;;;;;;;;;
FRI;Fibrosis retroperitoneal idiopática;Fosa renal izquierda;;;;;;;;;
FRR;Fracción de reserva de flujo ;;;;;;;;;;
FRV;Factor de riesgo vascular;Fístula rectovaginal;;;;;;;;;
FSC;Fosa supraclavicular;;;;;;;;;;
FSD;Fondo de saco de Douglas;;;;;;;;;;
FSF;Factor estabilizador de la fibrina;;;;;;;;;;
FSH;Hormona foliculoestimulante;;;;;;;;;;
FSHRH;Hormona liberadora de hormona foliculoestimulante;;;;;;;;;;
FSN;Fibrosis Sistémica Nefrogénica;;;;;;;;;;
FSR;Flujo sanguíneo renal;Flujo sanguíneo retiniano;;;;;;;;;
FTA;Anticuerpos treponémicos fluorescentes;;;;;;;;;;
FTA-ABS;Absorción de anticuerpos treponémicos fluorescentes;;;;;;;;;;
FTC;Forma, tamaño y consistencia;;;;;;;;;;
FU;5-fluorouracilo;;;;;;;;;;
FUM;Fecha de la última menstruación;;;;;;;;;;
FUP;Fecha del último periodo;;;;;;;;;;
FUR;Fecha de la última regla;;;;;;;;;;
FURV;Fístula uretrovesical;;;;;;;;;;
FUV;Fístula vesicovaginal;;;;;;;;;;
FV;Fibrilación ventricular;;;;;;;;;;
FVC;Capacidad vital forzada;;;;;;;;;;
FVCI;Filtro en vena cava inferior;;;;;;;;;;
FVE;Volumen espiratorio máximo;;;;;;;;;;
FVG;Farmacovigilancia;;;;;;;;;;
FVM;Frecuencia ventricular media;;;;;;;;;;
FVU;Fístula vesicouterina;;;;;;;;;;
FvW;Factor de von Willebrand;;;;;;;;;;
G;Gástrico;Glucemia;Grado;Gravidez;;;;;;;
G-6-P;Glucosa 6 fosfato;;;;;;;;;;
G-6-PD;Glucosa 6 fosfato deshidrogenasa;;;;;;;;;;
G-6-PDH;Glucosa-6-fosfato-deshidrogenasa;;;;;;;;;;
G-CSF;Factor estimulante de colonias de granulocitos;;;;;;;;;;
G6PD;Glucosa-6-fosfato-deshidrogenasa;;;;;;;;;;
G6PDH;Glucosa - 6-fosfato -deshidrogenasa;;;;;;;;;;
GA;Gasometría arterial;Gastroenteritis aguda;;;;;;;;;
GAA;Glaucoma de ángulo abierto;Glucemia alterada en ayunas;;;;;;;;;
GAB;Gasometría arterial basal;;;;;;;;;;
GABA;Ácido gammaminobutírico;;;;;;;;;;
GAD;Anticuerpos anti ácido glutámico descarboxilasa;;;;;;;;;;
Gamma-GT;Gamma glutamil transferasa;;;;;;;;;;
GB;Ganglios basales;Gasto basal;Glucemia basal;Síndrome Guillain-Barré;;;;;;;
GBA;Glucosa basal alterada;;;;;;;;;;
GBS;Estreptococo del grupo B;;;;;;;;;;
GC;Ganglio centinela;Gasto cardiaco;Glucocorticoides;;;;;;;;
GCAA;Glaucoma Crónico de Ángulo Abierto;;;;;;;;;;
GCAC;Glaucoma Crónico de Ángulo Cerrado;;;;;;;;;;
GCS;Escala de coma de Glasgow;Glaucoma Crónico Simple;;;;;;;;;
GDH;Glutamato deshidrogenasa;;;;;;;;;;
GDR;Ver GRD;;;;;;;;;;
GDR-AP;Ver GRDAP;;;;;;;;;;
GDRs;Ver GRD;;;;;;;;;;
GDRs-AP;Ver GRDAP;;;;;;;;;;
GE;Gastroenteritis;Gastroenterología;Gastroesofágico;Glomeruloesclerosis;;;;;;;
GEA;Gastroenteritis aguda;Glomerulonefritis extramembranosa aguda;;;;;;;;;
GEC;Gastroenteritis crónica;Gastroenterocolitis;;;;;;;;;
GEN;Genética ;;;;;;;;;;
GF;Grado funcional;;;;;;;;;;
GFT;Guía farmacoterapéutica;;;;;;;;;;
GG;Gammaglobulina;;;;;;;;;;
GGT;Gammaglutamil-transpeptidasa o transferasa;;;;;;;;;;
GH;Ganglio hiliar;Hormona del crecimiento;;;;;;;;;
GHRF;Factor liberador de la hormona del crecimiento;;;;;;;;;;
GHRH;Hormona liberadora de la hormona del crecimiento;;;;;;;;;;
GI;Gastrointestinal;Gran invalidez;;;;;;;;;
GIFT;Transferencia intratubárica de gametos;;;;;;;;;;
GIN;Ginecología ;;;;;;;;;;
GIP;Péptido inhibidor gástrico;;;;;;;;;;
GITS;Sistema terapéutico gastrointestinal;;;;;;;;;;
GL;Ganglio linfático;Grados de libertad;;;;;;;;;
GM;Gammapatía monoclonal;;;;;;;;;;
GM-;Gramnegativo;;;;;;;;;;
GM-CSF;Factor estimulante de colonias granulocitico-macrofágicas;;;;;;;;;;
GM+;Grampositivo;;;;;;;;;;
GMN;Glomerulonefritis;;;;;;;;;;
GMP;Monofosfato de glucosa;Monofosfato de guanosina;;;;;;;;;
GMSI;Gammapatía monoclonal de significado incierto;;;;;;;;;;
GN;Glomerulonefritis;;;;;;;;;;
GNA;Glomerulonefritis aguda;;;;;;;;;;
GNCM;Glomerulonefritis con cambios mínimos;;;;;;;;;;
GNV;Glaucoma Neovascular;;;;;;;;;;
GOT;Transaminasa glutámico oxalacética;Glutámico-oxalacético-transaminasa;Aspartato-amino-transferasa;;;;;;;; 
GP;Ganglios pélvicos;Glicoproteínas;Glutatión peroxidasa;;;;;;;;
GPC;Guías de práctica clínica;;;;;;;;;;
GPE;Gastrostomía percutánea  endoscópico;;;;;;;;;;
GPT;Transaminasa glutámico pirúvica;;;;;;;;;;
GR;Gammagrafía renal;Glóbulos rojos;Glutatión reductasa;;;;;;;;
GRAM;Método de tinción para microorganismos que descubrió el médico danés de igual nombre;;;;;;;;;;
GRD;Grupos Relacionados por el Diagnóstico;;;;;;;;;;
GRD-AP;Grupos Relacionados por el Diagnóstico para todos los pacientes;;;;;;;;;;
GRD-APR;Grupos Relacionados por el Diagnóstico para todos los pacientes refinados;;;;;;;;;;
GRDs;Grupos Relacionados por el Diagnóstico;;;;;;;;;;
GRDs-AP;Grupos Relacionados por el Diagnóstico para todos los pacientes;;;;;;;;;;
GRDs-APR;Grupos Relacionados por el Diagnóstico para todos los pacientes  refinados;;;;;;;;;;
GRP;Péptido liberador de gastrina;;;;;;;;;;
GRT;Geriatría;;;;;;;;;;
GS;Grupo sanguíneo;;;;;;;;;;
GSA;Gasometría arterial;;;;;;;;;;
GSH;Glutatión reducido;;;;;;;;;;
GSSG;Glutatión oxidado;;;;;;;;;;
GSSG-SYN;Glutatión oxidado sintetasa;;;;;;;;;;
GST;Glutation-S-transferasa;;;;;;;;;;
GT;Galactosintransferasa;Gastrectomía total;Glutamiltranspeptidasa;;;;;;;;
GTP;Trifosfato de guanosina;;;;;;;;;;
GU;Genitourinario;;;;;;;;;;
GUI;Glucosa, urea e iones;;;;;;;;;;
GUIC;Glucosa, urea, iones y creatinina;;;;;;;;;;
GvH;Injerto contra huésped;;;;;;;;;;
GW;Granulomatosis de Wegener;;;;;;;;;;
Gy;Gray ;;;;;;;;;;
H;Histerectomía;Hormona;Símbolo químico del hidrógeno;;;;;;;;
h;Altura;Hematíe;Hora;;;;;;;;
HA;Hepatitis A;Hepatitis activa;Hepatitis aguda;Hipertrofia amigdalar;;;;;;;
HAAg;Antígeno de la hepatitis A;;;;;;;;;;
HAD;Hormona antidiurética;Hospitalización a domicilio ;;;;;;;;;
HAI;Hemibloqueo anterior izquierdo;Hepatitis autoinmune;;;;;;;;;
HAP;Hipertensión arterial pulmonar;;;;;;;;;;
HARI;Hemibloqueo anterosuperior de rama izquierda ;;;;;;;;;;
HARS;Escala de Hamilton para la ansiedad;;;;;;;;;;
HASI;Hemibloqueo anterosuperior de rama izquierda ;;;;;;;;;;
HAVA;Hipertrofia amigdalina y vegetaciones adenoideas;;;;;;;;;;
HB;Hepatitis B;Hiperreactividad bronquial;;;;;;;;;
HBA;Hemibloqueo anterior ;Hipertrofia biauricular;;;;;;;;;
HBAb;Anticuerpo de la hepatitis B;;;;;;;;;;
HBAg;Antígeno de la hepatitis;;;;;;;;;;
HBAI;Hemibloqueo anterior izquierdo;;;;;;;;;;
HBC;Hepatitis B crónica;;;;;;;;;;
HBc;Antígeno core del virus de la hepatitis B;;;;;;;;;;
HBD;Heparina a bajas dosis;;;;;;;;;;
HBDH;Hidroxibutírico deshidrogenasa;;;;;;;;;;
HbF;Hemoglobina fetal;;;;;;;;;;
HBI;Hiperreactividad bronquial intrínseca;;;;;;;;;;
HBP;Heparina de bajo peso molecular;Hipertrofia benigna de próstata;;;;;;;;;
HBPI;Hemibloqueo posterior izquierdo ;;;;;;;;;;
HBPM;Heparina de bajo peso molecular;;;;;;;;;;
HBR;Horas de bolsa rota;;;;;;;;;;
HBRF;Hemoglobina, recuento y fórmula;;;;;;;;;;
HbS;Hemoglobina S, de la anemia drepanocítica o falciforme;;;;;;;;;;
HBs;Antígeno de superficie de la hepatitis B;;;;;;;;;;
HC;Hemodiálisis crónica;Hemograma completo;Hemorragia cerebral;Hepatitis C;Hepatopatía crónica;Historia clínica;;;;;
HCC;Hepatitis C crónica;Carcinoma hepatocelular;;;;;;;;;
HCD;Hipocondrio derecho;;;;;;;;;;
HCE;Historia clínica electrónica;;;;;;;;;;
HCFA;Administración para la financiación de la asistencia sanitaria, Estados Unidos;;;;;;;;;;
HCG;Gonadotropina coriónica humana;;;;;;;;;;
hCG;Gonadotropina coriónica humana;;;;;;;;;;
HCI;Hipocondrio izquierdo;;;;;;;;;;
HCL;Hipercolesterolemia;;;;;;;;;;
HCl;Historia clínica;;;;;;;;;;
HCM;Hemoglobina corpuscular media;;;;;;;;;;
HCP;Hepatitis crónica persistente;Historia clínica perinatal;;;;;;;;;
HCS;Somatotropina coriónica humana;;;;;;;;;;
HCV;Virus de la hepatitis C;;;;;;;;;;
HD;Hemiplejia derecha;Hemitórax derecho;Hemodiálisis;Hemorragia digestiva;Hepatitis D;Hernia discal;Hipocondrio derecho;Hospitalización domiciliaria;;;
HDA;Hemorragia digestiva aguda;Hemorragia digestiva alta;;;;;;;;;
HDAg;Antígeno de la hepatitis D;;;;;;;;;;
HDB;Hemorragia digestiva baja;;;;;;;;;;
HDC;Hemodiálisis continua;Hemorragia digestiva crónica;;;;;;;;;
HDD;Hospital de día ;;;;;;;;;;
HDFAVC;Hemodiafiltración arteriovenosa continua;;;;;;;;;;
HDFVVC;Hemodiafiltración venovenosa continua;"Hemodiálisis vía venosa
Central";;;;;;;;;
HDL;Lipoproteínas de alta densidad;;;;;;;;;;
HDL-C;Colesterol-HDL;;;;;;;;;;
HDOM;Hospitalización a domicilio;;;;;;;;;;
HDP;Hemodiálisis periódica;;;;;;;;;;
HDQ;Hospital de día quirúrgico;;;;;;;;;;
HDRS;Escala de Hamilton para la depresión;;;;;;;;;;
HDVVC;Hemodiálisis venovenosa continua;Hemodiálisis vía venosa central;;;;;;;;;
HE;Hematoxilina-eosina;Hepatitis E;Hipertensión endocraneal;;Homocisteína;;;;;;
HEL;Hematología y Laboratorio ;;;;;;;;;;
HELLP;Síndrome con hemólisis, elevación de enzimas hepáticas y descenso de las plaquetas;;;;;;;;;;
HEM;Hematología ;Hepatoesplenomegalia;;;;;;;;;
HEMPAS;Anemia eritroblástica multinuclear asociada con prueba de Ham en suero acidificado positiva;;;;;;;;;;
HETE;Ácido hidroxieicosatetraenoico;;;;;;;;;;
HF;Hipercolesterolemia familiar;Historia familiar;;;;;;;;;
HG;Hemorragia gástrica;Hipogastrio;;;;;;;;;
hGH;Hormona del crecimiento humana;;;;;;;;;;
HGI;Hemorragia gastrointestinal;;;;;;;;;;
HGPRT;Hipoxantina-guaninafosforribosil-transferasa;;;;;;;;;;
HH;Haz de His;Hernia de hiato;;;;;;;;;
HI;Hernia inguinal;;;;;;;;;;
HIC;Hemorragia intracraneal;Herida incisocontusa;Hipertensión intracraneal;;;;;;;;
HID;Hernia inguinal derecha;;;;;;;;;;
HII;Hernia inguinal izquierda;;;;;;;;;;
HIV;Virus de la inmunodeficiencia humana;;;;;;;;;;
HLA;Locus del antígeno de histocompatibilidad;Antígenos leucocitarios humanos;Sistema mayor de histocompatibilidad;Complejo principal de histocompatibilidad humano;;;;;;;
HLN;Hasta la nariz;;;;;;;;;;
HLP;Hiperlipemia;Hiperlipidemia;Hiperlipoproteinemia;;;;;;;;
HMG;Gonadoptropina menopáusica humana;;;;;;;;;;
hMG;Gonadotropina menopáusica humana;;;;;;;;;;
HMG-CoA;3-hidroxi-3metilglutaril coenzima A;;;;;;;;;;
HNa;Heparina sódica;;;;;;;;;;
HNF;Heparina no fraccionada;;;;;;;;;;
HNP;Hernia del núcleo pulposo;;;;;;;;;;
HOSPIDOM;Hospitalización a domicilio;;;;;;;;;;
HP;Hipertensión portal;Hipertensión pulmonar;Historia personal;;;;;;;;
HPB;Hepatitis persistente tipo B;Hipertrofia prostática benigna;;;;;;;;;
HPG;Gonadotropina hipofisaria humana;;;;;;;;;;
HPI;Hemibloqueo posterior izquierdo;;;;;;;;;;
HPIV;Hemorragia periintraventricular;;;;;;;;;;
HPL;Lactógeno placentario humano;;;;;;;;;;
HPLC;Cromatografía en fase líquida de alta resolución;;;;;;;;;;
HPN;Hemoglobinuria paroxística nocturna;;;;;;;;;;
HPT;Haptoglobina;Hiperparatiroidismo;Hipertensión portal;Hipertensión pulmonar;;;;;;;
HPV;Virus del papiloma humano o Virus del papiloma;;;;;;;;;;
HRA;Antagonista de los receptores de la histamina;;;;;;;;;;
HRB;Hiperreactividad bronquial;;;;;;;;;;
HRBI;Hiperreactividad bronquial inespecífica;;;;;;;;;;
HRF;Hemograma, recuento y fórmula;Hipertensión resistente a la farmacoterapia;Factor liberador de histamina;;;;;;;;
HS;Hematoma subdural;Hemorragia subaracnoidea;Hepatitis sérica;Herpes simple;Hipertensión sistólica;;;;;;
HSA;Hemorragia subaracnoidea;;;;;;;;;;
HSD;Hematoma subdural;;;;;;;;;;
HSG;Histerosalpingografía;;;;;;;;;;
HST;Hernioplastia sin tensión ;Hormona somatotrópica;;;;;;;;;
HSV;Virus del herpes simple;;;;;;;;;;
HT;Hemitórax;Hipertensión;Histerectomía;Histerectomía total;Hipertropia;;;;;;
HTA;Hipertensión arterial;Histerectomía total abdominal;;;;;;;;;
HTAD;Hipertensión arterial diastólica;;;;;;;;;;
HTAE;Hipertensión arterial esencial;;;;;;;;;;
HTAPP;Hipertensión arterial pulmonar primaria;;;;;;;;;;
HTAS;Hipertensión arterial sistólica;;;;;;;;;;
HTCA;Histerectomía total conservando anejos;;;;;;;;;;
HTG;Hipertrigliceridemia;;;;;;;;;;
HTH;Hueso tendón hueso;Injerto heterólogo humano;;;;;;;;;
HTIC;Hipertensión intracraneal;;;;;;;;;;
HTLV;Virus de la leucemia/linfoma de células T humanas;;;;;;;;;;
HTP;Hipertensión portal;Hipertensión pulmonar;;;;;;;;;
HTV;Histerectomía vaginal;;;;;;;;;;
HTVCP;Hipertensión venocapilar pulmonar;;;;;;;;;;
HU;Hernia umbilical;;;;;;;;;;
HV;Hepatitis vírica;Virus del herpes;Hallus valgus;;;;;;;;
HVA;Hepatitis vírica A;Hepatitis vírica aguda;Hipertrofia de vegetaciones adenoideas;Ácido homovanílico;;;;;;;
HVB;Hepatitis B;;;;;;;;;;
HVC;Hepatitis C;;;;;;;;;;
HVCP;Hipertensión venocapilar pulmonar;;;;;;;;;;
HVD;Hepatitis viral D;Hipertrofia ventricular derecha;;;;;;;;;
HVI;Hipertrofia ventricular izquierda;;;;;;;;;;
HVR;Hipertensión vasculorrenal;;;;;;;;;;
HZ;Herpes zoster;;;;;;;;;;
Hzos;Herpes zoster;;;;;;;;;;
I;Impresión;Índice;Infección;Insuficiencia;Insulina;Izquierda;Símbolo químico del yodo;Imprescindible;;;
IA;Índice alfabético;Insuficiencia aórtica;;;;;;;;;
ia;Intraarterial;;;;;;;;;;
IA;Intraarterial;;;;;;;;;;
IA2;Autoanticuerpos anti tirosina fosfatasa;;;;;;;;;;
IAA;Ácido indolacético;;;;;;;;;;
IAC;Inseminación artificial del cónyuge;;;;;;;;;;
IAD;Inseminación artificial a partir de donante;;;;;;;;;;
IAH;Índice de apnea/hipopnea;;;;;;;;;;
IAM;Infarto agudo de miocardio;;;;;;;;;;
IAM no Q;Infarto agudo de miocardio sin onda Q;;;;;;;;;;
IAM-Q;Infarto agudo de miocardio con onda Q;;;;;;;;;;
IAMNQ;Infarto agudo de miocardio no  Q;;;;;;;;;;
IAo;Insuficiencia aórtica;;;;;;;;;;
IARC;Agencia internacional para la investigación del cáncer;;;;;;;;;;
IATP;Inmunoadherencia del Treponema pallidum;;;;;;;;;;
IBC;Intubación bicanalicular;;;;;;;;;;
IBP;Ibuprofeno;;;;;;;;;;
IBV;Virus de la bronquitis infecciosa;;;;;;;;;;
IC;Capacidad inspiratoria;Insuficiencia cardiaca;Insuficiencia coronaria;Interconsulta;Intercuadrántica;;;;;;
ICA;Anticuerpos contra las células de los islotes;;;;;;;;;;
ICA;Anticuerpos antiislotes pancreáticos;;;;;;;;;;
ICAM;Moléculas de adherencia intercelular;;;;;;;;;;
ICC;Insuficiencia cardiaca congestiva;;;;;;;;;;
ICD;Clasificación Internacional de Enfermedades;;;;;;;;;;
ICD-9-CM;Clasificación Internacional de Enfermedades, 9.ª revisión, Modificación Clínica;;;;;;;;;;
ICE;Idarrubicina, citarabina y etopósido;Ifosfamida, carboplatino y etopósido;Infarto cardioembólico;;;;;;;;
ICG;Impresión clínica global;;;;;;;;;;
ICI;Insuficiencia cardiaca izquierda;;;;;;;;;;
ICMI;Isquemia crónica de miembros inferiores;;;;;;;;;;
ICNR;Isocoria normorreactiva;;;;;;;;;;
ICO;Instituto Catalán de Oncología;;;;;;;;;;
ICS;Instituto Catalán de la Salud;;;;;;;;;;
ICSH;Hormona estimulante de las células intersticiales;;;;;;;;;;
ICSI;Inyección intracitoplasmática de espermatozoides;;;;;;;;;;
ICT;Índice cardiotorácico;Irradiación corporal total;;;;;;;;;
ICV;Inmunodeficiencia común variable;;;;;;;;;;
ID;Impresión diagnóstica;Inmunodifusión;Intradérmico;;;;;;;;
IDCV;Inmunodeficiencia común variable;;;;;;;;;;
IDL;Lipoproteínas de densidad intermedia;;;;;;;;;;
IDU;Yododesoxiuridina;;;;;;;;;;
IDVC;Inmunodeficiencia variable común;;;;;;;;;;
IECA;Inhibidores de la enzima conversora de angiotensina;;;;;;;;;;
IECAs;Inhibidores del enzima conversor de la angiotensina;;;;;;;;;;
IEF;Inmunoelectroforesis;;;;;;;;;;
IF;Inmunofijación;Interfalángica;;;;;;;;;
IFD;Inmunofluorescencia directa;Interfalángica distal;;;;;;;;;
IFI;Inmunofluorescencia indirecta;;;;;;;;;;
IFM;Ifosfamida;;;;;;;;;;
IFN;Interferón;;;;;;;;;;
IFP;Interfalángica proximal;;;;;;;;;;
IG;Inmunoglobulina;Intolerancia a la glucosa;;;;;;;;;
IGF-1;Factor de crecimiento similar a la insulina, tipo 1;;;;;;;;;;
IGF-2;Factor de crecimiento similar a la insulina, tipo 2;;;;;;;;;;
IGT;Alteración de la tolerancia a la glucosa;;;;;;;;;;
IGZ;Inmunoglobulina del zoster;;;;;;;;;;
IHQ;Inmunohistoquímica, técnica de;;;;;;;;;;
IL;Infarto lacunar;Infiltración local;Interleucina;;;;;;;;
IL 2;Interleuquina 2;;;;;;;;;;
IL-1Ra;Antagonista del receptor de la interleucina 1;;;;;;;;;;
ILE;Interrupción legal de embarazo;Intervalo libre de enfermedad;;;;;;;;;
ILPH;Injerto libre de piel hendida;;;;;;;;;;
ILPT;Injerto libre de piel total;;;;;;;;;;
ILT;Incapacidad laboral transitoria;;;;;;;;;;
IM;Infarto de miocardio;Insuficiencia mitral;Intramuscular;;;;;;;;
IMA;Infarto de miocardio agudo;;;;;;;;;;
IMAO;Inhibidores de la monoaminooxidasa;;;;;;;;;;
IMC;Índice de masa corporal;Índice metabólico cerebral;Inmunidad mediada por células;;;;;;;;
IMO;Intolerancia al material de osteosíntesis;;;;;;;;;;
IMP;Infarto de miocardio perioperatorio;Monofosfato de inosina;;;;;;;;;
IMQ;Igualatorio Medico-Quirúrgico;;;;;;;;;;
